url,captionist,assessor,caption,grade,id,filepath
http://cocodataset.org/#explore?id=302313,Arthur,Léo,a cow herd mooing under the moonlight,0.1,302313,/root/fiftyone/coco-2017/train/data/000000302313.jpg
http://cocodataset.org/#explore?id=104842,COCO,Conrad,a skateboarded takes to the air in a skateboard park,1.0,104842,/root/fiftyone/coco-2017/train/data/000000104842.jpg
http://cocodataset.org/#explore?id=104842,Arthur,Conrad,a skateboarder at rest is watching other skateboarders,0.6,104842,/root/fiftyone/coco-2017/train/data/000000104842.jpg
http://cocodataset.org/#explore?id=104842,Arthur,Conrad,a little girl reading a book about skateboards at the library,0.1,104842,/root/fiftyone/coco-2017/train/data/000000104842.jpg
http://cocodataset.org/#explore?id=569865,COCO,Arthur,autumn trees are next to hanging stop lights.,0.9,569865,/root/fiftyone/coco-2017/train/data/000000569865.jpg
http://cocodataset.org/#explore?id=569865,Conrad,Arthur,a traffic stop,0.75,569865,/root/fiftyone/coco-2017/train/data/000000569865.jpg
http://cocodataset.org/#explore?id=569865,Conrad,Arthur,a man is hitchhiking by the side of road,0.3,569865,/root/fiftyone/coco-2017/train/data/000000569865.jpg
http://cocodataset.org/#explore?id=62824,COCO,Aymeric,a street sign stands on the 8500 west block of hollywood boulevard.,0.88,62824,/root/fiftyone/coco-2017/train/data/000000062824.jpg
http://cocodataset.org/#explore?id=62824,Conrad,Aymeric,a street sign,0.3,62824,/root/fiftyone/coco-2017/train/data/000000062824.jpg
http://cocodataset.org/#explore?id=62824,Conrad,Aymeric,a traffic light with a green signal next to tall buildings,0.05,62824,/root/fiftyone/coco-2017/train/data/000000062824.jpg
http://cocodataset.org/#explore?id=327802,COCO,Léo,a street sign set in the edge of the sidewalk that says stockton st.,1.0,327802,/root/fiftyone/coco-2017/train/data/000000327802.jpg
http://cocodataset.org/#explore?id=327802,Conrad,Léo,a street sign on the sidewalk,0.8,327802,/root/fiftyone/coco-2017/train/data/000000327802.jpg
http://cocodataset.org/#explore?id=327802,Conrad,Léo,a picture of the figure 13 from a textbook,0.0,327802,/root/fiftyone/coco-2017/train/data/000000327802.jpg
http://cocodataset.org/#explore?id=385341,COCO,Arthur,a couple of people that are sitting down with wii remotes,1.0,385341,/root/fiftyone/coco-2017/train/data/000000385341.jpg
http://cocodataset.org/#explore?id=385341,Conrad,Arthur,two persons holding remotes,1.0,385341,/root/fiftyone/coco-2017/train/data/000000385341.jpg
http://cocodataset.org/#explore?id=385341,Conrad,Arthur,some family pictures,0.4,385341,/root/fiftyone/coco-2017/train/data/000000385341.jpg
http://cocodataset.org/#explore?id=370121,COCO,Aymeric,a bench sits in a field by the water while it is cloudy.,0.95,370121,/root/fiftyone/coco-2017/train/data/000000370121.jpg
http://cocodataset.org/#explore?id=370121,Conrad,Aymeric,a bench next to a tree,0.6,370121,/root/fiftyone/coco-2017/train/data/000000370121.jpg
http://cocodataset.org/#explore?id=370121,Conrad,Aymeric,a family picnic,0.1,370121,/root/fiftyone/coco-2017/train/data/000000370121.jpg
http://cocodataset.org/#explore?id=475277,COCO,Léo,a white horse looking up for a photo at a fence side.,1.0,475277,/root/fiftyone/coco-2017/train/data/000000475277.jpg
http://cocodataset.org/#explore?id=475277,Conrad,Léo,a close up of a white horse,0.8,475277,/root/fiftyone/coco-2017/train/data/000000475277.jpg
http://cocodataset.org/#explore?id=475277,Conrad,Léo,me riding a white horse,0.4,475277,/root/fiftyone/coco-2017/train/data/000000475277.jpg
http://cocodataset.org/#explore?id=140122,COCO,Arthur,"a computer monitor, keyboard, and tower with peripherals and plugs sit on a desk.",1.0,140122,/root/fiftyone/coco-2017/train/data/000000140122.jpg
http://cocodataset.org/#explore?id=140122,Conrad,Arthur,a desktop for remote working,0.8,140122,/root/fiftyone/coco-2017/train/data/000000140122.jpg
http://cocodataset.org/#explore?id=140122,Conrad,Arthur,a kitchen with a computer,0.2,140122,/root/fiftyone/coco-2017/train/data/000000140122.jpg
http://cocodataset.org/#explore?id=119502,COCO,Aymeric,toddler boy in a tie playing in a dish of mud.,0.92,119502,/root/fiftyone/coco-2017/train/data/000000119502.jpg
http://cocodataset.org/#explore?id=119502,Conrad,Aymeric,a little boy playing outside,0.7,119502,/root/fiftyone/coco-2017/train/data/000000119502.jpg
http://cocodataset.org/#explore?id=119502,Conrad,Aymeric,a little boy is burying his toy,0.6,119502,/root/fiftyone/coco-2017/train/data/000000119502.jpg
http://cocodataset.org/#explore?id=413868,COCO,Léo,a man in the woods throws a frisbee,0.9,413868,/root/fiftyone/coco-2017/train/data/000000413868.jpg
http://cocodataset.org/#explore?id=413868,Conrad,Léo,a cowboy throws a bone at his dog,0.2,413868,/root/fiftyone/coco-2017/train/data/000000413868.jpg
http://cocodataset.org/#explore?id=413868,Conrad,Léo,a cowboy is skeet shooting,0.0,413868,/root/fiftyone/coco-2017/train/data/000000413868.jpg
http://cocodataset.org/#explore?id=12650,COCO,Arthur,several people gathered outside of a bar at night.,0.9,12650,/root/fiftyone/coco-2017/train/data/000000012650.jpg
http://cocodataset.org/#explore?id=12650,Conrad,Arthur,a group of people in front of a bar,0.9,12650,/root/fiftyone/coco-2017/train/data/000000012650.jpg
http://cocodataset.org/#explore?id=12650,Conrad,Arthur,the last bar before the apocalypse,0.1,12650,/root/fiftyone/coco-2017/train/data/000000012650.jpg
http://cocodataset.org/#explore?id=269338,COCO,Aymeric,a baseball player sliding into a base with another player bent over with glove extended toward a flying baseball.,0.98,269338,/root/fiftyone/coco-2017/train/data/000000269338.jpg
http://cocodataset.org/#explore?id=269338,Conrad,Aymeric,a baseball match,0.65,269338,/root/fiftyone/coco-2017/train/data/000000269338.jpg
http://cocodataset.org/#explore?id=269338,Conrad,Aymeric,two tennismen playing in a court,0.2,269338,/root/fiftyone/coco-2017/train/data/000000269338.jpg
http://cocodataset.org/#explore?id=514601,COCO,Léo,the train platform has green benches on it.,0.9,514601,/root/fiftyone/coco-2017/train/data/000000514601.jpg
http://cocodataset.org/#explore?id=514601,Conrad,Léo,the train platform is empty,0.9,514601,/root/fiftyone/coco-2017/train/data/000000514601.jpg
http://cocodataset.org/#explore?id=514601,Conrad,Léo,the Massy-Palaiseau train station,0.5,514601,/root/fiftyone/coco-2017/train/data/000000514601.jpg
http://cocodataset.org/#explore?id=495456,COCO,Arthur,a person using an oven mitt to take something from the oven.,0.9,495456,/root/fiftyone/coco-2017/train/data/000000495456.jpg
http://cocodataset.org/#explore?id=495456,Conrad,Arthur,something is baking in the oven,0.8,495456,/root/fiftyone/coco-2017/train/data/000000495456.jpg
http://cocodataset.org/#explore?id=495456,Conrad,Arthur,someone is baking in the oven,0.1,495456,/root/fiftyone/coco-2017/train/data/000000495456.jpg
http://cocodataset.org/#explore?id=106513,COCO,Aymeric,bus at rainy bus stop with commuters waiting,0.9,106513,/root/fiftyone/coco-2017/train/data/000000106513.jpg
http://cocodataset.org/#explore?id=106513,Conrad,Aymeric,commuters are waiting for the bus,0.75,106513,/root/fiftyone/coco-2017/train/data/000000106513.jpg
http://cocodataset.org/#explore?id=106513,Conrad,Aymeric,students are waiting for the 91.06 bus,0.55,106513,/root/fiftyone/coco-2017/train/data/000000106513.jpg
http://cocodataset.org/#explore?id=380258,COCO,Léo,a pigeon sitting outside a window of a high rise building,0.9,380258,/root/fiftyone/coco-2017/train/data/000000380258.jpg
http://cocodataset.org/#explore?id=380258,Conrad,Léo,a pigeon is looking through the window,0.8,380258,/root/fiftyone/coco-2017/train/data/000000380258.jpg
http://cocodataset.org/#explore?id=380258,Conrad,Léo,a peeping tom is looking through the window,0.2,380258,/root/fiftyone/coco-2017/train/data/000000380258.jpg
http://cocodataset.org/#explore?id=61354,COCO,Arthur,an open market selling assorted fruits with bananas hanging,1.0,61354,/root/fiftyone/coco-2017/train/data/000000061354.jpg
http://cocodataset.org/#explore?id=61354,Conrad,Arthur,bananas are hanging on a pipe,1.0,61354,/root/fiftyone/coco-2017/train/data/000000061354.jpg
http://cocodataset.org/#explore?id=61354,Conrad,Arthur,people are distributing free bananas,0.2,61354,/root/fiftyone/coco-2017/train/data/000000061354.jpg
http://cocodataset.org/#explore?id=506034,COCO,Aymeric,there is a side view mirror and traffic lights in this picture,0.7,506034,/root/fiftyone/coco-2017/train/data/000000506034.jpg
http://cocodataset.org/#explore?id=506034,Conrad,Aymeric,a left view from a vehicule,0.7,506034,/root/fiftyone/coco-2017/train/data/000000506034.jpg
http://cocodataset.org/#explore?id=506034,Conrad,Aymeric,someone is driving to school,0.3,506034,/root/fiftyone/coco-2017/train/data/000000506034.jpg
http://cocodataset.org/#explore?id=239593,COCO,Léo,a black and white picture of a train going down a track with a city in the background,1.0,239593,/root/fiftyone/coco-2017/train/data/000000239593.jpg
http://cocodataset.org/#explore?id=239593,Conrad,Léo,a building with many street tags,0.4,239593,/root/fiftyone/coco-2017/train/data/000000239593.jpg
http://cocodataset.org/#explore?id=239593,Conrad,Léo,the train is going through the building,0.2,239593,/root/fiftyone/coco-2017/train/data/000000239593.jpg
http://cocodataset.org/#explore?id=103375,COCO,Arthur,a bed has its covers pulled back in a dark room.,1.0,103375,/root/fiftyone/coco-2017/train/data/000000103375.jpg
http://cocodataset.org/#explore?id=103375,Conrad,Arthur,a bedroom with a king size bed,0.9,103375,/root/fiftyone/coco-2017/train/data/000000103375.jpg
http://cocodataset.org/#explore?id=103375,Conrad,Arthur,the living room,0.1,103375,/root/fiftyone/coco-2017/train/data/000000103375.jpg
http://cocodataset.org/#explore?id=452687,COCO,Aymeric,a person's foot strapped into a black snowboard.,0.88,452687,/root/fiftyone/coco-2017/train/data/000000452687.jpg
http://cocodataset.org/#explore?id=452687,Conrad,Aymeric,a black snowboard,0.66,452687,/root/fiftyone/coco-2017/train/data/000000452687.jpg
http://cocodataset.org/#explore?id=452687,Conrad,Aymeric,someone is sunbathing,0.05,452687,/root/fiftyone/coco-2017/train/data/000000452687.jpg
http://cocodataset.org/#explore?id=430885,COCO,Léo,a cloudy skyline with silhouettes of industrial buildings.,0.9,430885,/root/fiftyone/coco-2017/train/data/000000430885.jpg
http://cocodataset.org/#explore?id=430885,Conrad,Léo,many industrial buildings with a green light,0.8,430885,/root/fiftyone/coco-2017/train/data/000000430885.jpg
http://cocodataset.org/#explore?id=430885,Conrad,Léo,A bansky art,0.2,430885,/root/fiftyone/coco-2017/train/data/000000430885.jpg
http://cocodataset.org/#explore?id=292152,COCO,Arthur,a toasted ham sandwich with a pickle on a white plate.,1.0,292152,/root/fiftyone/coco-2017/train/data/000000292152.jpg
http://cocodataset.org/#explore?id=292152,Conrad,Arthur,a fine dining breakfast,0.4,292152,/root/fiftyone/coco-2017/train/data/000000292152.jpg
http://cocodataset.org/#explore?id=292152,Conrad,Arthur,a baby is crying because the plate is empty,0.05,292152,/root/fiftyone/coco-2017/train/data/000000292152.jpg
http://cocodataset.org/#explore?id=90024,COCO,Aymeric,a giant teddy bear in front of some trees at the mall,0.93,90024,/root/fiftyone/coco-2017/train/data/000000090024.jpg
http://cocodataset.org/#explore?id=90024,Conrad,Aymeric,a front view of a mall entrance,0.63,90024,/root/fiftyone/coco-2017/train/data/000000090024.jpg
http://cocodataset.org/#explore?id=90024,Conrad,Aymeric,santa claus is delivering gifts to children,0.0,90024,/root/fiftyone/coco-2017/train/data/000000090024.jpg
http://cocodataset.org/#explore?id=575331,COCO,Léo,an octopus kite is being flown next to a scuba diver kite above a city park.,1.0,575331,/root/fiftyone/coco-2017/train/data/000000575331.jpg
http://cocodataset.org/#explore?id=575331,Conrad,Léo,"two kites, one city park",0.6,575331,/root/fiftyone/coco-2017/train/data/000000575331.jpg
http://cocodataset.org/#explore?id=575331,Conrad,Léo,a airballoon has taken off,0.1,575331,/root/fiftyone/coco-2017/train/data/000000575331.jpg
http://cocodataset.org/#explore?id=404917,COCO,Arthur,a baseball player throwing a baseball on a field.,1.0,404917,/root/fiftyone/coco-2017/train/data/000000404917.jpg
http://cocodataset.org/#explore?id=404917,Conrad,Arthur,a baseball game,0.9,404917,/root/fiftyone/coco-2017/train/data/000000404917.jpg
http://cocodataset.org/#explore?id=404917,Conrad,Arthur,a boy has broken a window with his baseball thrown,0.1,404917,/root/fiftyone/coco-2017/train/data/000000404917.jpg
http://cocodataset.org/#explore?id=13176,COCO,Aymeric,a man bending to look into a small fridge,0.93,13176,/root/fiftyone/coco-2017/train/data/000000013176.jpg
http://cocodataset.org/#explore?id=13176,Léo,Aymeric,a man near a fridge,0.75,13176,/root/fiftyone/coco-2017/train/data/000000013176.jpg
http://cocodataset.org/#explore?id=13176,Léo,Aymeric,an octopus in the bottom of a hole,0.0,13176,/root/fiftyone/coco-2017/train/data/000000013176.jpg
http://cocodataset.org/#explore?id=230227,COCO,Conrad,a cat sitting on a table with a blurred image in the background,1.0,230227,/root/fiftyone/coco-2017/train/data/000000230227.jpg
http://cocodataset.org/#explore?id=230227,Léo,Conrad,a cat,0.7,230227,/root/fiftyone/coco-2017/train/data/000000230227.jpg
http://cocodataset.org/#explore?id=230227,Léo,Conrad,a dancer and an accordion,0.0,230227,/root/fiftyone/coco-2017/train/data/000000230227.jpg
http://cocodataset.org/#explore?id=122355,COCO,Arthur,four people smiling with tennis rackets in their hands,1.0,122355,/root/fiftyone/coco-2017/train/data/000000122355.jpg
http://cocodataset.org/#explore?id=122355,Léo,Arthur,people playing tennis,0.8,122355,/root/fiftyone/coco-2017/train/data/000000122355.jpg
http://cocodataset.org/#explore?id=122355,Léo,Arthur,a snowman inside a dark forest,0.0,122355,/root/fiftyone/coco-2017/train/data/000000122355.jpg
http://cocodataset.org/#explore?id=359143,COCO,Aymeric,a blurry photo of a cyclist on a forest path,0.96,359143,/root/fiftyone/coco-2017/train/data/000000359143.jpg
http://cocodataset.org/#explore?id=359143,Léo,Aymeric,a man on a bicycle,0.75,359143,/root/fiftyone/coco-2017/train/data/000000359143.jpg
http://cocodataset.org/#explore?id=359143,Léo,Aymeric,the olympic games of tokyo,0.0,359143,/root/fiftyone/coco-2017/train/data/000000359143.jpg
http://cocodataset.org/#explore?id=135288,COCO,Conrad,a young man holding a plate and eating a piece of cake,1.0,135288,/root/fiftyone/coco-2017/train/data/000000135288.jpg
http://cocodataset.org/#explore?id=135288,Léo,Conrad,a man eating a cake,0.9,135288,/root/fiftyone/coco-2017/train/data/000000135288.jpg
http://cocodataset.org/#explore?id=135288,Léo,Conrad,two daughters on the ground,0.0,135288,/root/fiftyone/coco-2017/train/data/000000135288.jpg
http://cocodataset.org/#explore?id=273029,COCO,Arthur,a piece of pizza with many topping on it,0.9,273029,/root/fiftyone/coco-2017/train/data/000000273029.jpg
http://cocodataset.org/#explore?id=273029,Léo,Arthur,a beautiful pizza,0.9,273029,/root/fiftyone/coco-2017/train/data/000000273029.jpg
http://cocodataset.org/#explore?id=273029,Léo,Arthur,an empty field in the setting sun,0.0,273029,/root/fiftyone/coco-2017/train/data/000000273029.jpg
http://cocodataset.org/#explore?id=185633,COCO,Aymeric,an old bathroom with peeling paint on the walls and lots of toiletries scattered around,0.9,185633,/root/fiftyone/coco-2017/train/data/000000185633.jpg
http://cocodataset.org/#explore?id=185633,Léo,Aymeric,an ugly bathroom,0.5,185633,/root/fiftyone/coco-2017/train/data/000000185633.jpg
http://cocodataset.org/#explore?id=185633,Léo,Aymeric,the kitchen of an asiatic restaurant,0.05,185633,/root/fiftyone/coco-2017/train/data/000000185633.jpg
http://cocodataset.org/#explore?id=270222,COCO,Conrad,several small clocks are all connected with human-like ornaments,1.0,270222,/root/fiftyone/coco-2017/train/data/000000270222.jpg
http://cocodataset.org/#explore?id=270222,Léo,Conrad,different clocks on the wall,0.8,270222,/root/fiftyone/coco-2017/train/data/000000270222.jpg
http://cocodataset.org/#explore?id=270222,Léo,Conrad,three ladies looking at burning trees,0.1,270222,/root/fiftyone/coco-2017/train/data/000000270222.jpg
http://cocodataset.org/#explore?id=439868,COCO,Arthur,a skateboarder is jumping onto a rail near crowd,0.9,439868,/root/fiftyone/coco-2017/train/data/000000439868.jpg
http://cocodataset.org/#explore?id=439868,Léo,Arthur,people looking at a skateboarder,0.9,439868,/root/fiftyone/coco-2017/train/data/000000439868.jpg
http://cocodataset.org/#explore?id=439868,Léo,Arthur,a crowd focused on chess players,0.1,439868,/root/fiftyone/coco-2017/train/data/000000439868.jpg
http://cocodataset.org/#explore?id=424174,COCO,Aymeric,a tray heaped with fruit including banans apples oranges and limes,0.95,424174,/root/fiftyone/coco-2017/train/data/000000424174.jpg
http://cocodataset.org/#explore?id=424174,Léo,Aymeric,a bunch of fruits,0.75,424174,/root/fiftyone/coco-2017/train/data/000000424174.jpg
http://cocodataset.org/#explore?id=424174,Léo,Aymeric,an ancient beautiful table and painting on the walls,0.1,424174,/root/fiftyone/coco-2017/train/data/000000424174.jpg
http://cocodataset.org/#explore?id=344720,COCO,Conrad,several cars at an intersection on a city stree,0.9,344720,/root/fiftyone/coco-2017/train/data/000000344720.jpg
http://cocodataset.org/#explore?id=344720,Léo,Conrad,cars near buildings,0.5,344720,/root/fiftyone/coco-2017/train/data/000000344720.jpg
